                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     116                                     1079                  1.0000000000000000E+000                  1.8588000000000000E-002                  2.2290186022276664E+005                  2.4297800501732287E+004                  2.5643812599750592E+004                  5.4642863208101780E+003                  3.7450247806112671E+000                 -5.1615026505511059E+000                  7.0963904523255639E-001                  1.9858335386166778E-007                  2.7129043932180147E-001                  3.2016093851588718E-005                  4.9157267024108938E-003                  8.3534588326019364E-003                  1.9376489405290593E-003                  1.0000000000000000E+001                  0.0000000000000000E+000                  7.1095785421980535E+000                  3.7730141565897010E-004                  2.7024421017938924E+000                  2.0326667322110678E-002                  2.2747693790994852E-002                  8.6005538215565183E-002                  1.9377739139431315E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999990712691E+000                  3.7369702206329305E+000                  9.9999999893907070E+000                  3.7203672209752625E+000                  2.2937131266410819E+004                  1.1507812171451001E+005                  1.8300651563436598E+007                  5.4833968518617230E+003                  5.4833543790512367E+003                  1.5175024279778206E-030                  3.8873513318505002E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.0342477441659805E+012                                  "15140"                               "gfortran"                                 "10.2.0"                  "x86_64-linux-20190503"                                 "CRMATH"                               "20210714" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     prad                                     pgas                                      eta                                       mu                                 eps_grav                                  eps_nuc                                       h2                                      he3                                      c12                                      n14                                      o16                              log_opacity                               luminosity                                 conv_vel                             actual_gradT                                    gradr                                    gradL 
                                       1                  1.0000000000000000E+001                  5.7345469574633312E-001                  4.4113773679477353E+000                 -8.8470160179062241E+000                  3.7663962561655513E+000                  7.1155199998929619E-001                  2.6986000001070387E-001                  1.8587999999999938E-002                  1.1149085400494196E+003                  4.7248683641413245E+003                 -1.7220201889883796E+001                  6.4510392056297650E-001                  0.0000000000000000E+000                  8.6094899224308578E-018                  2.5999992864036751E-005                  3.1000010703944643E-005                  3.1651129232229268E-003                  9.3532899751601448E-004                  8.6951965735655844E-003                  4.1034845943324683E-001                  5.4642863208101780E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4093168939064707E-001                  2.9491943374907420E-001 
                                       2                  9.9999999999900009E+000                  5.7342737407516253E-001                  4.4165522045297498E+000                 -8.8133215216489997E+000                  3.8018574882524865E+000                  7.1155199998929619E-001                  2.6986000001070387E-001                  1.8587999999999938E-002                  1.1693340292436505E+003                  5.1672834101014178E+003                 -1.7160460709870616E+001                  6.4509421387291244E-001                  0.0000000000000000E+000                  9.3040744066631770E-018                  2.5999992864036751E-005                  3.1000010703944643E-005                  3.1651129232229268E-003                  9.3532899751601448E-004                  8.6951965735655844E-003                  4.2550272841252818E-001                  5.4642863208101489E+003                  0.0000000000000000E+000                  1.4558865884970965E-001                  1.4558865884969788E-001                  2.9559304365666506E-001 
                                       3                  9.9999999999782005E+000                  5.7339753782712022E-001                  4.4220705034348473E+000                 -8.7804960550897864E+000                  3.8372479835800770E+000                  7.1155199998929619E-001                  2.6986000001070387E-001                  1.8587999999999938E-002                  1.2303021531279658E+003                  5.6443065507328702E+003                 -1.7103902106625004E+001                  6.4508298422411814E-001                  0.0000000000000000E+000                  1.0034596489486878E-017                  2.5999992864036751E-005                  3.1000010703944643E-005                  3.1651129232229268E-003                  9.3532899751601448E-004                  8.6951965735655844E-003                  4.3987222170426965E-001                  5.4642863208101480E+003                  0.0000000000000000E+000                  1.5601019277517358E-001                  1.5601019277518494E-001                  2.9703300840940750E-001 
                                       4                  9.9999999999664020E+000                  5.7336986809201351E-001                  4.4261384893698690E+000                 -8.7579599967522270E+000                  3.8620242835697893E+000                  7.1155199998929619E-001                  2.6986000001070387E-001                  1.8587999999999938E-002                  1.2772729881872935E+003                  6.0009320065325037E+003                 -1.7066033628931020E+001                  6.4507405156196496E-001                  0.0000000000000000E+000                  1.0569072405416812E-017                  2.5999992864036747E-005                  3.1000010703944643E-005                  3.1651129232229264E-003                  9.3532899751601448E-004                  8.6951965735655844E-003                  4.4953932251873441E-001                  5.4642863208101480E+003                  0.0000000000000000E+000                  1.6553463901572624E-001                  1.6553463901572935E-001                  2.9820594762497948E-001 
                                       5                  9.9999999999605009E+000                  5.7335673097227835E-001                  4.4288182177440358E+000                 -8.7438083241518072E+000                  3.8777917137497782E+000                  7.1155199998929619E-001                  2.6986000001070387E-001                  1.8587999999999938E-002                  1.3091898852145187E+003                  6.2381118614335910E+003                 -1.7042684303448052E+001                  6.4506779316229190E-001                  0.0000000000000000E+000                  1.0919157335677592E-017                  2.5999992864036751E-005                  3.1000010703944643E-005                  3.1651129232229264E-003                  9.3532899751601459E-004                  8.6951965735655844E-003                  4.5552981452338154E-001                  5.4642863208101480E+003                  0.0000000000000000E+000                  1.6997152886028424E-001                  1.6997152886025518E-001                  2.9869475912189702E-001 
                                       6                  9.9999999999546034E+000                  5.7334401389626832E-001                  4.4314686586829293E+000                 -8.7302830110183471E+000                  3.8930084439927808E+000                  7.1155199998929619E-001                  2.6986000001070387E-001                  1.8587999999999938E-002                  1.3415424054665873E+003                  6.4748876138811929E+003                 -1.7020675255324061E+001                  6.4506127275806402E-001                  0.0000000000000000E+000                  1.1264579862141881E-017                  2.5999992864036751E-005                  3.1000010703944643E-005                  3.1651129232229272E-003                  9.3532899751601459E-004                  8.6951965735655844E-003                  4.6121472991340451E-001                  5.4642863208101480E+003                  0.0000000000000000E+000                  1.7419667791566043E-001                  1.7419667791568588E-001                  2.9911603961108524E-001 
                                       7                  9.9999999999487024E+000                  5.7333168570051463E-001                  4.4340891106494924E+000                 -8.7173343224716735E+000                  3.9077116539345047E+000                  7.1155199998929619E-001                  2.6986000001070387E-001                  1.8587999999999938E-002                  1.3743147667011917E+003                  6.7112740857564340E+003                 -1.6999889473696388E+001                  6.4505446810676847E-001                  0.0000000000000000E+000                  1.1605510066573004E-017                  2.5999992864036751E-005                  3.1000010703944643E-005                  3.1651129232229268E-003                  9.3532899751601459E-004                  8.6951965735655844E-003                  4.6663231048541259E-001                  5.4642863208101480E+003                  0.0000000000000000E+000                  1.7823960314438650E-001                  1.7823960314431764E-001                  2.9948175066907046E-001 
                                       8                  9.9999999999428031E+000                  5.7331971864581688E-001                  4.4376462761681008E+000                 -8.7003985149585894E+000                  3.9271507496979972E+000                  7.1155199998929619E-001                  2.6986000001070387E-001                  1.8587999999999938E-002                  1.4200867490052344E+003                  7.0356362931599206E+003                 -1.6973148802922360E+001                  6.4504459284784998E-001                  0.0000000000000000E+000                  1.2067040386048341E-017                  2.5999992864036751E-005                  3.1000010703944643E-005                  3.1651129232229268E-003                  9.3532899751601470E-004                  8.6951965735655844E-003                  4.7369548836805858E-001                  5.4642863208101480E+003                  0.0000000000000000E+000                  1.8210629526092476E-001                  1.8210629526098088E-001                  2.9978963282785070E-001 
                                       9                  9.9999999999324789E+000                  5.7329957501825679E-001                  4.4409794311814830E+000                 -8.6850643129711624E+000                  3.9449314664289963E+000                  7.1155199998929619E-001                  2.6986000001070387E-001                  1.8587999999999938E-002                  1.4643587784784841E+003                  7.3447397275938529E+003                 -1.6949321939531213E+001                  6.4503461594822031E-001                  0.0000000000000000E+000                  1.2500737567351236E-017                  2.5999992864036751E-005                  3.1000010703944643E-005                  3.1651129232229268E-003                  9.3532899751601448E-004                  8.6951965735655844E-003                  4.8011990161841123E-001                  5.4642863208101471E+003                  0.0000000000000000E+000                  1.8852223666947152E-001                  1.8852223666943455E-001                  3.0022098789713864E-001 
