                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     104                                      882                  1.0000000000000000E+000                  1.8588000000000000E-002                  4.0886454204272847E+006                  3.0520716621072049E+005                  1.2445528393314762E+004                  7.9629782572602991E+001                  1.9193944995893208E+000                 -3.2675632056526309E+000                  7.0978177705814083E-001                  2.0164886197662150E-006                  2.7110241265258889E-001                  2.0286119084574757E-005                  4.6876109645706205E-003                  8.5345677320634236E-003                  1.9377786911662627E-003                  3.0000000000000000E+000                  0.0000000000000000E+000                  2.1334735231941258E+000                  1.4011654893502856E-004                  8.1018229396369590E-001                  6.7637582837604057E-003                  5.8307712296208148E-003                  2.6008496998401329E-002                  5.8134445793854416E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9999999999225655E+000                  1.9157952968658494E+000                  2.9999999993118673E+000                  1.9107293048954359E+000                  1.5365362050446556E+004                  1.3867035962811378E+006                  3.7674346244317943E+008                  7.9179451702053967E+001                  7.9179288856630620E+001                  3.5983780321304627E-036                  5.3427721207363481E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.2902783671967608E+014                                  "15140"                               "gfortran"                                 "10.2.0"                  "x86_64-linux-20190503"                                 "CRMATH"                               "20210714" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     prad                                     pgas                                      eta                                       mu                                 eps_grav                                  eps_nuc                                       h2                                      he3                                      c12                                      n14                                      o16                              log_opacity                               luminosity                                 conv_vel                             actual_gradT                                    gradr                                    gradL 
                                       1                  3.0000000000000000E+000                  2.8316424591141587E-001                  4.0986169873684828E+000                 -9.1309044148096419E+000                  3.0762274512758756E+000                  7.1151299999955897E-001                  2.6989900000045575E-001                  1.8587999999985283E-002                  6.2545737785040210E+001                  1.1293203179563284E+003                 -1.6911113357880289E+001                  6.8296437967778290E-001                  0.0000000000000000E+000                  2.5816366053924858E-029                  3.5200181321135306E-017                  7.0000000439828791E-005                  3.1651129232229316E-003                  9.3532899751601545E-004                  8.6951965735655654E-003                  1.1364159058203025E+000                  7.9629782572602991E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3254692269386856E-001                  2.2545954602163681E-001 
                                       2                  2.9999999999992495E+000                  2.8313498208021615E-001                  4.1039144710796522E+000                 -9.0968814614195583E+000                  3.1150620138386360E+000                  7.1151299999955897E-001                  2.6989900000045575E-001                  1.8587999999985283E-002                  6.5673120814773853E+001                  1.2376797528972759E+003                 -1.6848736266872987E+001                  6.8221377081836643E-001                  0.0000000000000000E+000                  2.7920229214276087E-029                  3.5200181321135306E-017                  7.0000000439828791E-005                  3.1651129232229316E-003                  9.3532899751601545E-004                  8.6951965735655654E-003                  1.1456644271834648E+000                  7.9629782572602480E+001                  1.0734676629792362E+002                  1.3825265888818980E-001                  1.3825265888820715E-001                  2.2941872531394991E-001 
                                       3                  2.9999999999988751E+000                  2.8312145068971889E-001                  4.1073709576530177E+000                 -9.0760123037474045E+000                  3.1391504603144664E+000                  7.1151299999955897E-001                  2.6989900000045575E-001                  1.8587999999985283E-002                  6.7797487693477208E+001                  1.3098891948819664E+003                 -1.6811134076090493E+001                  6.8173521527021796E-001                  0.0000000000000000E+000                  2.9294677185303377E-029                  3.5200181321135306E-017                  7.0000000439828791E-005                  3.1651129232229316E-003                  9.3532899751601545E-004                  8.6951965735655654E-003                  1.1504270247475215E+000                  7.9629782572602480E+001                  1.0615108231214643E+002                  1.4352749654861671E-001                  1.4352749654861643E-001                  2.3327884714503783E-001 
                                       4                  2.9999999999984999E+000                  2.8310855297064186E-001                  4.1099111362057297E+000                 -9.0611751742570856E+000                  3.1563806288358731E+000                  7.1151299999955897E-001                  2.6989900000045575E-001                  1.8587999999985283E-002                  6.9402372212674592E+001                  1.3640412901213801E+003                 -1.6784677921881340E+001                  6.8139228058063184E-001                  0.0000000000000000E+000                  3.0312814842120896E-029                  3.5200181321135306E-017                  7.0000000439828791E-005                  3.1651129232229316E-003                  9.3532899751601545E-004                  8.6951965735655654E-003                  1.1534224913064850E+000                  7.9629782572602480E+001                  1.0543932250634798E+002                  1.4827541710514028E-001                  1.4827541710514158E-001                  2.3692896382882866E-001 
                                       5                  2.9999999999983120E+000                  2.8310232029560545E-001                  4.1115841653315890E+000                 -9.0516449602752704E+000                  3.1674996162838180E+000                  7.1151299999955897E-001                  2.6989900000045575E-001                  1.8587999999985283E-002                  7.0480087024590873E+001                  1.4001370290315836E+003                 -1.6767821929781327E+001                  6.8117017318974649E-001                  0.0000000000000000E+000                  3.0985374867835092E-029                  3.5200181321135306E-017                  7.0000000439828791E-005                  3.1651129232229316E-003                  9.3532899751601545E-004                  8.6951965735655654E-003                  1.1551464472164636E+000                  7.9629782572602480E+001                  1.0508691041279775E+002                  1.5047399329471770E-001                  1.5047399329475153E-001                  2.3865761855016709E-001 
                                       6                  2.9999999999981246E+000                  2.8309622264177270E-001                  4.1140624569795170E+000                 -9.0378514833514672E+000                  3.1836627887440270E+000                  7.1151299999955897E-001                  2.6989900000045575E-001                  1.8587999999985283E-002                  7.2107360465984115E+001                  1.4542730678348287E+003                 -1.6743616079253961E+001                  6.8084682728527390E-001                  0.0000000000000000E+000                  3.1985315103948499E-029                  3.5200181321135306E-017                  7.0000000439828791E-005                  3.1651129232229316E-003                  9.3532899751601545E-004                  8.6951965735655654E-003                  1.1573574610899386E+000                  7.9629782572602494E+001                  1.0454145833453848E+002                  1.5254081343260764E-001                  1.5254081343257050E-001                  2.4029908739212794E-001 
                                       7                  2.9999999999977494E+000                  2.8308440784780131E-001                  4.1172920894841685E+000                 -9.0203013735462978E+000                  3.2043206895712060E+000                  7.1151299999955897E-001                  2.6989900000045575E-001                  1.8587999999985283E-002                  7.4284486955551444E+001                  1.5264551155348893E+003                 -1.6713086549295284E+001                  6.8043699003349978E-001                  0.0000000000000000E+000                  3.3304373162511484E-029                  3.5200181321135306E-017                  7.0000000439828791E-005                  3.1651129232229316E-003                  9.3532899751601545E-004                  8.6951965735655654E-003                  1.1597574163033313E+000                  7.9629782572602494E+001                  1.0400454678784058E+002                  1.5636760791422208E-001                  1.5636760791423790E-001                  2.4333330875543108E-001 
                                       8                  2.9999999999973745E+000                  2.8307306007095345E-001                  4.1204437554640494E+000                 -9.0036333883933128E+000                  3.2240424365173621E+000                  7.1151299999955897E-001                  2.6989900000045575E-001                  1.8587999999985283E-002                  7.6472412665705519E+001                  1.5986341362099099E+003                 -1.6684383801327272E+001                  6.8004802600073699E-001                  0.0000000000000000E+000                  3.4607462221484757E-029                  3.5200181321135306E-017                  7.0000000439828791E-005                  3.1651129232229316E-003                  9.3532899751601545E-004                  8.6951965735655654E-003                  1.1615665026561626E+000                  7.9629782572602494E+001                  1.0329878246893591E+002                  1.5983339300758656E-001                  1.5983339300757751E-001                  2.4602424186351263E-001 
                                       9                  2.9999999999969997E+000                  2.8306213872396979E-001                  4.1229431267019594E+000                 -8.9906754072391699E+000                  3.2394335693218852E+000                  7.1151299999955897E-001                  2.6989900000045575E-001                  1.8587999999985283E-002                  7.8253230809014767E+001                  1.6572825402334020E+003                 -1.6662243542263781E+001                  6.7974685458742135E-001                  0.0000000000000000E+000                  3.5655631562149067E-029                  3.5200181321135306E-017                  7.0000000439828791E-005                  3.1651129232229316E-003                  9.3532899751601545E-004                  8.6951965735655654E-003                  1.1626763898272783E+000                  7.9629782572602508E+001                  1.0261222993624074E+002                  1.6296270912358962E-001                  1.6296270912359004E-001                  2.4834738633436662E-001 
